time infected recovered
1,1,0
2,1,0
3,1,0
4,2,0
5,2,0
6,2,0
7,2,0
8,3,0
9,3,0
10,3,0
11,3,0
12,3,0
13,3,0
14,3,0
15,3,0
16,3,0
17,3,0
18,3,0
19,3,0
20,3,0
21,3,0
22,3,0
23,3,0
24,3,0
25,3,0
26,3,0
27,3,0
28,3,0
29,3,0
30,3,0
31,3,0
32,3,0
33,3,0
34,3,0
35,3,0
36,3,0
37,3,0
38,3,0
39,3,0
40,4,0
41,4,0
42,4,0
43,4,0
44,4,0
45,4,0
46,4,0
47,4,0
48,4,0
49,5,0
50,5,0
51,5,0
52,5,0
53,5,0
54,5,0
55,5,0
56,5,0
57,5,0
58,6,0
59,6,0
60,6,0
61,6,0
62,6,0
63,6,0
64,6,0
65,6,0
66,6,0
67,6,0
68,6,0
69,6,0
70,6,0
71,6,0
72,6,0
73,6,0
74,6,0
75,6,0
76,6,0
77,6,0
78,6,0
79,6,0
80,6,0
81,6,0
82,6,0
83,6,0
84,6,0
85,6,0
86,6,0
87,6,0
88,6,0
89,6,0
90,6,0
91,6,0
92,6,0
93,6,0
94,7,0
95,7,0
96,7,0
97,7,0
98,7,0
99,7,0
100,8,0
101,8,1
102,8,1
103,8,1
104,7,2
105,8,2
106,8,2
107,8,2
108,7,3
109,7,3
110,7,3
111,7,3
112,7,3
113,7,3
114,8,3
115,8,3
116,8,3
117,9,3
118,9,3
119,9,3
120,9,3
121,9,3
122,9,3
123,9,3
124,9,3
125,9,3
126,9,3
127,10,3
128,10,3
129,10,3
130,10,3
131,11,3
132,11,3
133,11,3
134,11,3
135,11,3
136,11,3
137,11,3
138,11,3
139,11,3
140,10,4
141,11,4
142,11,4
143,11,4
144,11,4
145,11,4
146,11,4
147,11,4
148,11,4
149,10,5
150,10,5
151,10,5
152,10,5
153,10,5
154,10,5
155,10,5
156,10,5
157,10,5
158,10,6
159,11,6
160,11,6
161,12,6
162,13,6
163,13,6
164,13,6
165,13,6
166,13,6
167,13,6
168,13,6
169,13,6
170,13,6
171,13,6
172,13,6
173,13,6
174,13,6
175,13,6
176,13,6
177,13,6
178,13,6
179,13,6
180,13,6
181,13,6
182,13,6
183,13,6
184,13,6
185,13,6
186,13,6
187,13,6
188,13,6
189,13,6
190,13,6
191,13,6
192,13,6
193,13,6
194,12,7
195,12,7
196,12,7
197,12,7
198,12,7
199,12,7
200,11,8
201,10,9
202,10,9
